age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
31,Gov,354.8619449870611,School,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40,United-States,0
18,Private,668.4601708404174,College,9,Never-married,Sales,Other,White,Male,0.0,0.0,30,United-States,0
52,Private,525.8469359043561,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40,Cuba,0
46,Private,227.1959506681402,College,9,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,40,United-States,0
59,Private,399.9212422465203,College,9,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,48,United-States,0
44,Private,586.1663586389107,College,9,No spouse,Craft-repair,Other,White,Female,2.896358078611829,0.0,40,United-States,1
53,Private,588.4326639472014,College,9,No spouse,Sales,Other,White,Female,0.0,0.0,35,United-States,0
49,Gov,517.9131201273048,College,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40,United-States,1
33,Private,449.50083425951505,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50,United-States,0
30,Private,233.09654652096415,School,5,Never-married,Sales,Other,White,Male,0.0,0.0,40,United-States,0
43,Federal-gov,640.9890794701575,Doctorate,16,Never-married,Prof-specialty,Other,White,Female,0.0,0.0,50,United-States,1
57,Private,499.97699947097567,Assoc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40,United-States,0
37,Private,535.4717546239017,College,10,No spouse,Craft-repair,Other,White,Female,0.0,0.0,40,United-States,0
28,Private,461.0455508949197,College,10,No spouse,Machine-op-inspct,Other,Black,Female,0.0,0.0,25,United-States,0
30,Private,343.142827405732,College,9,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Female,0.0,2.265646138760024,35,United-States,0
34,Gov,475.7057914299552,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40,United-States,1
29,Gov,339.9779404608481,College,10,Never-married,Handlers-cleaners,Other,White,Male,0.0,0.0,50,United-States,0
48,Private,437.35226076927967,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,2.3139646691309244,60,United-States,1
37,Private,450.2032874158073,College,10,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,48,United-States,1
48,Private,413.63631368631064,Assoc,12,No spouse,Exec-managerial,Other,White,Female,0.0,0.0,40,England,0
32,Federal-gov,499.40865030553886,College,9,Never-married,Other-service,Other,Black,Male,0.0,0.0,40,United-States,0
76,Private,352.40743465483246,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40,United-States,1
44,Private,445.2886704150466,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,2.911302183491884,0.0,60,United-States,1
47,Private,386.15540912953685,Masters,14,Never-married,Prof-specialty,Other,White,Female,0.0,0.0,50,United-States,0
20,Private,433.93547907494263,College,10,Never-married,Tech-support,Other,White,Female,0.0,0.0,40,United-States,0
29,Private,321.60845760023165,College,9,Never-married,Craft-repair,Other,White,Male,0.0,0.0,40,United-States,0
32,Self-emp-inc,563.613342638373,College,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2.7024461054414273,0.0,40,United-States,1
17,Private,552.1530584901255,School,6,Never-married,Prof-specialty,Other,White,Female,3.1888368452617106,0.0,32,United-States,0
30,Private,441.4759336589029,School,7,Never-married,Handlers-cleaners,Other,White,Male,0.0,0.0,40,United-States,0
31,Gov,435.0459745819975,College,9,Never-married,Adm-clerical,Other,White,Female,0.0,0.0,40,United-States,0
42,Private,353.11754416907695,College,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40,United-States,0
24,Private,657.5530396857732,Bachelors,13,Never-married,Sales,Other,White,Male,0.0,0.0,40,United-States,0
38,Private,255.58560209839678,Doctorate,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40,United-States,1
56,Private,579.3142497815844,College,9,Married-civ-spouse,Other-service,Husband,White,Male,0.0,2.311929867334273,50,Canada,1
28,Private,614.710500967732,College,10,Married-civ-spouse,Sales,Wife,White,Female,2.5176471042739137,0.0,25,United-States,0
36,Private,320.72418056641754,College,9,Never-married,Machine-op-inspct,Other,White,Female,0.0,0.0,40,United-States,0
53,Private,309.2684917672668,School,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,50,United-States,0
56,Self-emp-inc,550.5361023584194,College,10,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50,United-States,0
49,Gov,444.26456081933884,Assoc,11,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,40,United-States,1
55,Private,497.5459777749188,College,10,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,56,United-States,0
22,Private,320.36229490999716,College,9,Never-married,Craft-repair,Other,White,Male,0.0,0.0,41,United-States,0
21,Private,447.1185525115235,College,10,Never-married,Other-service,Other,White,Female,0.0,0.0,40,United-States,0
40,Private,344.75063451718256,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60,United-States,0
30,Private,277.7462871038963,Bachelors,13,Never-married,Exec-managerial,Other,Black,Male,0.0,0.0,40,Germany,0
29,Gov,517.6765399358948,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50,United-States,1
19,Private,549.1866713604765,College,10,Never-married,Other-service,Other,Black,Male,0.0,0.0,35,United-States,0
47,Private,536.4960391279697,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,40,United-States,1
20,Private,334.2110111890391,College,10,Never-married,Adm-clerical,Other,White,Female,0.0,2.288100507367764,28,United-States,0
31,Private,339.0235979987234,Assoc,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40,United-States,1
35,Private,359.5900443560695,College,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40,United-States,0
39,Private,604.7635901738794,College,10,No spouse,Craft-repair,Other,White,Male,0.0,0.0,40,United-States,0
28,Private,263.8579163110328,Assoc,12,Never-married,Sales,Other,White,Female,0.0,0.0,60,United-States,0
24,Private,208.14177860295132,College,9,Never-married,Other-service,Other,White,Female,0.0,2.294390430762726,40,United-States,0
38,Private,347.82898096622137,College,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2.539067765255628,0.0,35,United-States,0
37,Private,504.1844900430794,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50,United-States,0
46,Private,382.354547507938,Assoc,12,No spouse,Tech-support,Other,Black,Female,0.0,0.0,36,United-States,0
38,Federal-gov,354.87039887823835,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40,Iran,1
43,Private,238.5791273351464,College,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,60,United-States,0
27,Private,403.88983646534115,Assoc,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,35,United-States,0
20,Private,185.22958726942088,College,10,Never-married,Sales,Other,White,Male,0.0,0.0,20,United-States,0
49,Private,286.3092733391638,College,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0.0,0.0,40,United-States,1
61,Self-emp-inc,258.0968810350098,College,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,0
27,Private,482.4748698118898,College,10,Never-married,Sales,Other,White,Female,0.0,0.0,40,United-States,0
19,Private,562.9102948072632,College,10,Never-married,Other-service,Other,White,Male,0.0,0.0,30,Mexico,0
45,Private,443.3779426178077,Assoc,11,Never-married,Prof-specialty,Other,White,Female,0.0,2.2642021283863363,40,United-States,1
70,Private,324.6166970443757,College,10,Never-married,Tech-support,Other,White,Male,0.0,0.0,40,United-States,0
31,Private,431.0614805338097,College,9,Never-married,Transport-moving,Other,Black,Female,0.0,0.0,30,United-States,0
22,Private,418.776790187804,College,10,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,24,United-States,0
36,Private,329.07901786653,College,9,No spouse,Other-service,Other,White,Female,0.0,0.0,24,United-States,0
64,Private,425.71351869537807,School,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,2.3491863571777025,40,United-States,0
43,Private,417.92583074033604,College,10,No spouse,Prof-specialty,Other,White,Female,0.0,0.0,40,United-States,0
47,Gov,431.2876070558949,College,10,No spouse,Adm-clerical,Other,White,Female,0.0,0.0,38,Mexico,0
34,Private,445.17749269252147,College,9,Never-married,Adm-clerical,Other,White,Female,0.0,0.0,40,United-States,0
33,Private,403.73630007716673,Bachelors,13,Never-married,Exec-managerial,Other,Asian-Pac-Islander,Female,0.0,0.0,40,Philippines,0
21,Private,544.2040058654475,College,9,Never-married,Craft-repair,Other,White,Male,0.0,0.0,35,United-States,0
52,Private,502.8946211682921,College,9,No spouse,Prof-specialty,Other,White,Male,0.0,0.0,45,United-States,1
48,Private,433.2608913807015,College,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,46,United-States,0
23,Private,463.18678737632405,Bachelors,13,Never-married,Handlers-cleaners,Other,White,Male,0.0,0.0,40,United-States,0
71,Private,703.0099572552298,College,10,No spouse,Sales,Other,Black,Male,0.0,2.302098928392348,2,United-States,0
29,Private,437.6471181214381,College,9,No spouse,Craft-repair,Other,White,Male,0.0,0.0,60,United-States,0
42,Private,477.9707103997064,Bachelors,13,No spouse,Other-service,Other,Black,Male,0.0,0.0,50,United-States,0
68,Private,195.74728606036916,School,2,No spouse,Prof-specialty,Other,White,Female,0.0,0.0,20,United-States,0
25,Private,502.744467895968,College,9,Never-married,Other-service,Other,White,Female,0.0,0.0,40,United-States,0
44,Self-emp-inc,279.95356757862544,Masters,14,No spouse,Exec-managerial,Other,Asian-Pac-Islander,Female,0.0,0.0,40,United-States,0
28,Private,297.35332518739386,College,9,Never-married,Exec-managerial,Other,Asian-Pac-Islander,Female,0.0,0.0,40,England,0
45,Private,448.4194465007065,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40,United-States,1
36,Private,455.1450318305144,College,10,No spouse,Other-service,Other,White,Female,0.0,0.0,40,Mexico,0
39,Federal-gov,485.26796720987056,Assoc,12,Never-married,Exec-managerial,Other,White,Male,0.0,0.0,42,United-States,0
46,Gov,320.35605191723783,Masters,14,No spouse,Protective-serv,Other,White,Male,0.0,0.0,40,United-States,0
18,Private,160.7109205996904,School,7,Never-married,Handlers-cleaners,Other,White,Male,0.0,0.0,16,United-States,0
66,Gov,234.1495248767334,Assoc,11,No spouse,Prof-specialty,Other,White,Female,0.0,0.0,20,United-States,0
27,Private,353.4869163066718,College,9,Never-married,Other-service,Other,White,Male,0.0,2.3243211403133905,40,United-States,0
28,Gov,418.7182823808867,College,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40,United-States,0
51,Private,309.9387036173443,College,10,Married-civ-spouse,Sales,Husband,White,Male,0.0,2.323929576704881,40,United-States,1
27,Private,654.2400171190998,Bachelors,13,Never-married,Craft-repair,Other,White,Male,0.0,0.0,50,United-States,0
28,Gov,386.81261613344515,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40,United-States,1
27,Private,503.799563318588,College,9,No spouse,Sales,Other,White,Female,0.0,0.0,25,United-States,0
21,Private,559.4247044956095,College,9,Never-married,Craft-repair,Other,Black,Male,0.0,0.0,40,United-States,0
34,Private,695.5407967905262,College,9,Never-married,Handlers-cleaners,Other,Black,Male,0.0,0.0,40,United-States,0
18,Private,428.8706098580317,College,9,Never-married,Other-service,Other,White,Male,0.0,0.0,12,United-States,0
33,Private,193.06475597581243,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,65,United-States,0
44,Gov,425.84504223954514,College,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0.0,0.0,38,United-States,1
43,Private,338.49667649771686,College,10,No spouse,Adm-clerical,Other,White,Female,0.0,0.0,40,United-States,0
30,Private,796.0791417943319,College,10,Never-married,Craft-repair,Other,Black,Male,0.0,0.0,45,United-States,0
40,Private,535.1354968603746,School,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40,Mexico,1
37,Federal-gov,170.45233937966356,College,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,42,United-States,1
34,Private,551.3891547718363,College,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0.0,0.0,40,United-States,0
41,Private,378.32393527240646,Bachelors,13,No spouse,Exec-managerial,Other,White,Female,0.0,0.0,40,United-States,0
53,Private,367.5663205463743,Bachelors,13,No spouse,Prof-specialty,Other,White,Female,0.0,0.0,50,United-States,0
31,Private,316.1139035221324,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,50,United-States,0
58,Gov,331.0090633200245,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,1,United-States,1
38,Private,393.98223310195095,College,10,No spouse,Machine-op-inspct,Other,Black,Female,0.0,0.0,28,United-States,0
24,Private,399.4583833142071,College,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40,United-States,0
41,Gov,723.8162750311711,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,40,United-States,0
47,Private,347.7628502298657,College,10,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,45,United-States,0
41,Federal-gov,361.6075220456566,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,24,United-States,0
23,Private,444.2825677426473,School,3,Married-civ-spouse,Transport-moving,Other,White,Male,0.0,0.0,40,Mexico,0
36,Private,315.23641921580065,College,10,No spouse,Craft-repair,Other,White,Male,0.0,0.0,40,United-States,0
40,Federal-gov,238.3170157584221,Masters,14,Never-married,Exec-managerial,Other,White,Female,2.890477262263893,0.0,55,United-States,1
35,Private,372.81630865615307,Masters,14,Married-civ-spouse,Prof-specialty,Other,White,Male,2.686858981072369,0.0,40,United-States,1
24,Private,181.44145061148512,College,9,Never-married,Sales,Other,White,Male,0.0,0.0,40,United-States,0
26,Private,630.3308654984302,Masters,14,Never-married,Prof-specialty,Other,White,Female,0.0,2.3104285213244173,40,United-States,0
19,Private,413.1016823979297,College,9,Never-married,Prof-specialty,Other,White,Male,0.0,0.0,40,Italy,0
51,Private,509.23766553545505,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50,United-States,1
42,Gov,504.7940173971954,College,10,Never-married,Prof-specialty,Other,White,Female,0.0,2.225645999488136,40,United-States,0
37,Gov,219.57003438538695,College,9,No spouse,Adm-clerical,Other,White,Female,0.0,0.0,35,United-States,0
18,Private,374.38482875244824,School,7,Never-married,Sales,Other,White,Female,0.0,0.0,40,United-States,0
36,Private,358.8272564898046,Bachelors,13,Married-civ-spouse,Other-service,Husband,Black,Male,2.686858981072369,0.0,36,United-States,1
35,Private,190.44684297724655,College,9,No spouse,Craft-repair,Other,White,Male,0.0,0.0,60,United-States,0
58,Self-emp-inc,458.87144169146114,College,9,Married-civ-spouse,Sales,Wife,White,Female,2.911302183491884,0.0,35,United-States,1
17,Private,255.67166444485005,School,7,Never-married,Sales,Other,White,Female,0.0,0.0,12,United-States,0
44,Gov,401.17701828494614,College,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0.0,0.0,40,United-States,0
37,Private,456.4624847673684,College,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,1
35,Private,392.1606813539573,College,10,Never-married,Sales,Other,Other,Female,0.0,0.0,40,United-States,0
60,Private,292.9419737763778,College,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0.0,0.0,40,United-States,0
54,Self-emp-inc,354.14262663508896,School,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40,United-States,1
37,Private,797.441533907032,Bachelors,13,Never-married,Exec-managerial,Other,Black,Male,0.0,0.0,60,United-States,1
50,Private,559.7508374267966,Assoc,12,No spouse,Sales,Other,White,Female,0.0,0.0,40,United-States,0
38,Private,427.32774307315924,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50,Poland,0
45,Private,330.80810147274207,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,55,United-States,0
25,Private,504.9792074927442,School,6,Never-married,Craft-repair,Other,White,Male,0.0,0.0,40,United-States,0
31,Private,444.81456810675616,College,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40,United-States,0
64,Private,433.1927977240619,School,2,No spouse,Prof-specialty,Other,White,Male,0.0,0.0,40,United-States,0
90,Private,227.4730753298069,College,9,Never-married,Other-service,Other,Black,Male,0.0,2.352402992092772,40,United-States,0
54,Private,420.33439069388555,College,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0.0,0.0,20,United-States,0
53,Gov,374.64516545659575,School,1,Never-married,Machine-op-inspct,Other,White,Female,0.0,0.0,35,United-States,0
18,Private,493.2676758110144,College,9,Never-married,Sales,Other,White,Female,0.0,0.0,40,United-States,0
60,Private,155.61169621850408,School,6,No spouse,Prof-specialty,Other,Other,Female,0.0,0.0,10,United-States,0
66,Private,409.4960317268044,College,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,2.2380974851487,0.0,50,United-States,0
75,Private,560.5434862702447,Assoc,11,No spouse,Adm-clerical,Other,White,Female,0.0,0.0,20,Columbia,0
65,Private,420.47116429072753,College,9,No spouse,Adm-clerical,Other,White,Female,0.0,0.0,40,United-States,0
35,Private,733.8821431265377,School,7,No spouse,Transport-moving,Other,Black,Male,2.4895827860682065,0.0,40,United-States,0
41,Private,361.1204785109812,College,9,No spouse,Sales,Other,Black,Female,0.0,0.0,38,United-States,0
25,Private,399.6648596011413,College,10,Never-married,Adm-clerical,Other,White,Male,0.0,0.0,42,United-States,0
33,Private,333.13360683065287,College,10,No spouse,Craft-repair,Other,Other,Female,0.0,0.0,40,United-States,0
28,Private,276.9729228643118,Doctorate,15,Never-married,Prof-specialty,Other,White,Male,0.0,0.0,55,United-States,1
59,Gov,518.3628073077774,College,9,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40,United-States,0
